Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through
P-00202,Rainforest Quilted Pants,SS25,97.99,Pants,XXL,157,181,Rainforest,Men,Khaki,0,alpha,0.536
M-00175,Geographic Half-Zip Shirt,FS24,99.99,Shirt,XS,148,396,Geographic,Men,Snow White,20,alpha,0.728
WM-00143,Circular Graphic Shirt,FS24,139.99,Shirt,M,30,124,Circular,Women,Free Blue,10,alpha,0.805
S-00343,Geographic Graphic T-Shirt,FS24,47.99,T-Shirt,XXL,52,159,Geographic,Men,Bright White,30,alpha,0.754
P-00203,Circular Print Pants,SS25,108.99,Pants,XS,296,101,Circular,Men,Navy,0,alpha,0.254
N-00129,Geographic Stretch Shorts,FS24,54.99,Shorts,S,54,314,Geographic,Men,Stone Grey,30,alpha,0.853
WL-00213,Geographic Logo Sweatshirt,SS25,127.99,Sweatshirt,L,315,104,Geographic,Women,Caviar,0,alpha,0.248
\00121,Cresta Stretch Shoes,SS25,150.99,Shoes,43,384,35,Cresta,Men,Olive,0,numeric,0.084
L-00225,Morgex Logo Sweatshirt,FS24,137.99,Sweatshirt,S,38,104,Morgex,Men,Blue Marine,25,alpha,0.732
PS-00132,Tribe Heritage Polo,FS24,81.99,Polo,L,132,363,Tribe,Men,Stone Grey,25,alpha,0.733
WM-00145,Box Logo Graphic Shirt,SS25,125.99,Shirt,M,193,116,Box Logo,Women,Orange Tangerine,0,alpha,0.375
WV-00062,Sun-Lover Stripe Swimwear,FS24,75.99,Swimwear,XS,93,193,Sun-Lover,Women,Black Beauty,30,alpha,0.675
WM-00146,Rainforest Quilted Shirt,FS24,114.99,Shirt,M,12,101,Rainforest,Women,Forest Green,25,alpha,0.894
P-00205,Rainforest Heritage Pants,SS25,135.99,Pants,M,431,121,Rainforest,Men,Bright White,0,alpha,0.219
WPS-00128,Morgex Stretch Polo,FS24,98.99,Polo,L,107,316,Morgex,Women,Burgundy,20,alpha,0.747
L-00226,Patch Stripe Sweatshirt,SS25,146.99,Sweatshirt,XXL,74,11,Patch,Men,Stone Grey,0,alpha,0.129
N-00130,Morgex Heritage Shorts,SS25,50.99,Shorts,M,119,25,Morgex,Men,Yellow Sunshine,0,alpha,0.174
V-00070,Wave Quilted Swimwear,SS25,75.99,Swimwear,M,319,221,Wave,Men,Burgundy,0,alpha,0.409
M-00176,Iconic Heritage Shirt,SS25,138.99,Shirt,XXL,276,175,Iconic,Men,Free Blue,0,alpha,0.388
WP-00145,Tribe Heritage Pants,FS24,110.99,Pants,M,14,343,Tribe,Women,White Whisper,40,alpha,0.961
WN-00092,Circular Quilted Shorts,SS25,57.99,Shorts,XS,81,90,Circular,Women,Snow White,0,alpha,0.526
WM-00148,Patch Print Shirt,FS24,98.99,Shirt,XS,16,123,Patch,Women,Pale Mint,20,alpha,0.885
P-00206,Patch Logo Pants,SS25,146.99,Pants,L,263,300,Patch,Men,Green Lichen,0,alpha,0.533
WP-00146,Tribe Heritage Pants,SS25,116.99,Pants,XXL,332,147,Tribe,Women,Petit Four,0,alpha,0.307
N-00131,Morgex Quilted Shorts,SS25,73.99,Shorts,M,153,24,Morgex,Men,Orange Tangerine,0,alpha,0.136
WS-00283,Tribe Print T-Shirt,SS25,34.99,T-Shirt,S,272,261,Tribe,Women,Caviar,0,alpha,0.49
WM-00149,Rainforest Stripe Shirt,SS25,145.99,Shirt,L,70,81,Rainforest,Women,White Whisper,0,alpha,0.536
\00125,Cresta Half-Zip Shoes,FS24,93.99,Shoes,44,96,442,Cresta,Men,Caviar,30,numeric,0.822
WM-00150,Tribe Stripe Shirt,FS24,105.99,Shirt,M,17,26,Tribe,Women,Burgundy,30,alpha,0.605
PS-00134,Patch Graphic Polo,SS25,69.99,Polo,S,44,44,Patch,Men,Blue Marine,0,alpha,0.5
WN-00095,Tribe Stretch Shorts,SS25,70.99,Shorts,XL,268,297,Tribe,Women,Beige Sand,0,alpha,0.526
W\00091,Trail Graphic Shoes,FS24,139.99,Shoes,36,65,528,Trail,Women,Khaki,10,numeric,0.89
N-00132,Patch Print Shorts,SS25,73.99,Shorts,L,272,33,Patch,Men,Beige Sand,0,alpha,0.108
WPS-00131,Circular Stretch Polo,FS24,80.99,Polo,L,19,140,Circular,Women,Yellow Sunshine,40,alpha,0.881
L-00231,Geographic Stretch Sweatshirt,SS25,158.99,Sweatshirt,M,150,164,Geographic,Men,Caviar,0,alpha,0.522
P-00207,Box Logo Stretch Pants,FS24,156.99,Pants,L,207,259,Box Logo,Men,Olive,40,alpha,0.556
M-00177,Geographic Stripe Shirt,FS24,100.99,Shirt,XL,230,297,Geographic,Men,Burgundy,10,alpha,0.564
W\00092,Box Logo Heritage Shoes,FS24,201.99,Shoes,37,19,92,Box Logo,Women,Forest Green,20,numeric,0.829
S-00347,Tribe Half-Zip T-Shirt,SS25,69.99,T-Shirt,S,405,64,Tribe,Men,Free Blue,0,alpha,0.136
WaistBagBoxLogo-0001,Box Logo Waist Bag,FS24,43.99,Accessories,One Size,109,379,Box Logo,Men,Caviar,25,alpha,0.777
M-00178,Morgex Logo Shirt,SS25,127.99,Shirt,XL,316,217,Morgex,Men,Green Lichen,0,alpha,0.407
SocksGeographic-0002,Geographic Socks,FS24,118.99,Accessories,L,200,348,Geographic,Men,Petit Four,25,alpha,0.635
S-00350,Geographic Quilted T-Shirt,SS25,79.99,T-Shirt,XXL,39,4,Geographic,Men,Pale Mint,0,alpha,0.093
W\00093,Slate Print Shoes,SS25,124.99,Shoes,39,352,198,Slate,Women,Khaki,0,numeric,0.36
V-00072,Sun-Lover Stretch Swimwear,FS24,50.99,Swimwear,XL,26,562,Sun-Lover,Men,Orange Tangerine,20,alpha,0.956
WP-00150,Patch Half-Zip Pants,SS25,116.99,Pants,L,449,45,Patch,Women,Blue Marine,0,alpha,0.091
WL-00220,Circular Print Sweatshirt,FS24,104.99,Sweatshirt,XL,209,389,Circular,Women,Grey Melange,15,alpha,0.651
P-00210,Geographic Quilted Pants,FS24,95.99,Pants,L,10,61,Geographic,Men,Navy,25,alpha,0.859
P-00211,Rainforest Half-Zip Pants,SS25,120.99,Pants,M,33,27,Rainforest,Men,Orange Tangerine,0,alpha,0.45
S-00352,Geographic Stretch T-Shirt,FS24,59.99,T-Shirt,S,22,28,Geographic,Men,Navy,30,alpha,0.56
PS-00138,Box Logo Half-Zip Polo,FS24,106.99,Polo,XXL,27,200,Box Logo,Men,Khaki,30,alpha,0.881
WV-00063,Sun-Lover Graphic Swimwear,SS25,58.99,Swimwear,L,320,68,Sun-Lover,Women,Forest Green,0,alpha,0.175
N-00133,Box Logo Shorts,FS24,59.99,Shorts,L,101,186,Box Logo,Men,Burgundy,15,alpha,0.648
WS-00289,Patch Graphic T-Shirt,FS24,80.99,T-Shirt,S,18,282,Patch,Women,Black Beauty,25,alpha,0.94
S-00357,Circular Quilted T-Shirt,SS25,74.99,T-Shirt,XL,80,94,Circular,Men,Forest Green,0,alpha,0.54
WP-00155,Circular Pants,SS25,150.99,Pants,L,537,39,Circular,Women,Petit Four,0,alpha,0.068
N-00134,Patch Print Shorts,FS24,87.99,Shorts,M,69,180,Patch,Men,Blue Marine,20,alpha,0.723
W\00096,Box Logo Print Shoes,SS25,137.99,Shoes,39,334,233,Box Logo,Women,Khaki,0,numeric,0.411
WL-00225,Patch Graphic Sweatshirt,SS25,148.99,Sweatshirt,XS,295,107,Patch,Women,Orange Tangerine,0,alpha,0.266
WP-00156,Geographic Print Pants,SS25,133.99,Pants,S,290,104,Geographic,Women,Black Beauty,0,alpha,0.264
P-00214,Geographic Print Pants,SS25,125.99,Pants,M,326,206,Geographic,Men,Snow White,0,alpha,0.387
WS-00290,Morgex Graphic T-Shirt,SS25,57.99,T-Shirt,S,304,81,Morgex,Women,Pale Mint,0,alpha,0.21
P-00215,Morgex Quilted Pants,SS25,93.99,Pants,XL,168,85,Morgex,Men,Bright Red,0,alpha,0.336
N-00135,Tribe Shorts,SS25,52.99,Shorts,XXL,46,24,Tribe,Men,Stone Grey,0,alpha,0.343
L-00235,Circular Print Sweatshirt,FS24,113.99,Sweatshirt,L,87,461,Circular,Men,Old Rose,20,alpha,0.841
M-00182,Circular Heritage Shirt,SS25,103.99,Shirt,M,238,137,Circular,Men,Grey Melange,0,alpha,0.365
WS-00291,Tribe Graphic T-Shirt,SS25,91.99,T-Shirt,S,60,19,Tribe,Women,White Whisper,0,alpha,0.241
N-00136,Iconic Half-Zip Shorts,FS24,82.99,Shorts,M,9,75,Iconic,Men,Grey Melange,10,alpha,0.893
P-00216,Geographic Print Pants,SS25,156.99,Pants,L,192,148,Geographic,Men,Beige Sand,0,alpha,0.435
V-00073,Wave Graphic Swimwear,FS24,54.99,Swimwear,S,66,126,Wave,Men,Navy,15,alpha,0.656
V-00074,Sun-Lover Stripe Swimwear,SS25,80.99,Swimwear,XXL,35,11,Sun-Lover,Men,Olive,0,alpha,0.239
WP-00157,Box Logo Stripe Pants,FS24,135.99,Pants,XL,9,32,Box Logo,Women,Navy,20,alpha,0.78
SocksBoxLogo-0001,Box Logo Socks,FS24,46.99,Accessories,L,151,426,Box Logo,Men,Yellow Sunshine,10,alpha,0.738
M-00183,Morgex Quilted Shirt,FS24,85.99,Shirt,L,82,210,Morgex,Men,Stone Grey,20,alpha,0.719
WPS-00135,Patch Logo Polo,FS24,78.99,Polo,S,184,387,Patch,Women,Old Rose,20,alpha,0.678
P-00217,Tribe Stripe Pants,FS24,104.99,Pants,XS,55,124,Tribe,Men,Old Rose,25,alpha,0.693
M-00184,Tribe Half-Zip Shirt,FS24,110.99,Shirt,L,93,494,Tribe,Men,Free Blue,20,alpha,0.842
WL-00229,Morgex Half-Zip Sweatshirt,FS24,123.99,Sweatshirt,XS,98,185,Morgex,Women,Pale Mint,20,alpha,0.654
P-00219,Iconic Stripe Pants,SS25,130.99,Pants,XS,85,30,Iconic,Men,Pale Mint,0,alpha,0.261
WPS-00136,Rainforest Stretch Polo,SS25,90.99,Polo,XXL,214,150,Rainforest,Women,Burgundy,0,alpha,0.412
WS-00297,Iconic Stripe T-Shirt,SS25,35.99,T-Shirt,S,148,110,Iconic,Women,Stone Grey,0,alpha,0.426
WP-00160,Rainforest Logo Pants,FS24,107.99,Pants,S,16,93,Rainforest,Women,Snow White,10,alpha,0.853
N-00139,Patch Heritage Shorts,SS25,74.99,Shorts,XXL,124,20,Patch,Men,Bright White,0,alpha,0.139
\00128,Cresta Stripe Shoes,SS25,94.99,Shoes,41,284,19,Cresta,Men,Navy,0,numeric,0.063
WP-00161,Rainforest Stretch Pants,SS25,129.99,Pants,M,55,42,Rainforest,Women,Orange Tangerine,0,alpha,0.433
\00129,Trail Stretch Shoes,FS24,110.99,Shoes,40,23,117,Trail,Men,Orange Tangerine,40,numeric,0.836
WS-00298,Morgex Stretch T-Shirt,SS25,73.99,T-Shirt,S,243,149,Morgex,Women,Green Lichen,0,alpha,0.38
M-00185,Circular Print Shirt,SS25,130.99,Shirt,S,198,140,Circular,Men,Blue Marine,0,alpha,0.414
\00130,Cresta Logo Shoes,FS24,156.99,Shoes,44,47,78,Cresta,Men,White Whisper,25,numeric,0.624
WL-00231,Morgex Stripe Sweatshirt,FS24,102.99,Sweatshirt,XXL,50,154,Morgex,Women,Bright White,15,alpha,0.755
P-00221,Tribe Stretch Pants,FS24,130.99,Pants,S,156,223,Tribe,Men,Burgundy,20,alpha,0.588
WP-00162,Patch Half-Zip Pants,SS25,103.99,Pants,XL,212,138,Patch,Women,Green Lichen,0,alpha,0.394
\00131,Trail Logo Shoes,FS24,131.99,Shoes,43,6,151,Trail,Men,Burgundy,15,numeric,0.962
WN-00100,Box Logo Stripe Shorts,SS25,94.99,Shorts,L,236,30,Box Logo,Women,Olive,0,alpha,0.113
V-00076,Box Logo Logo Swimwear,FS24,44.99,Swimwear,M,22,229,Box Logo,Men,Caviar,30,alpha,0.912
PS-00140,Circular Graphic Polo,SS25,72.99,Polo,XL,123,15,Circular,Men,Grey Melange,0,alpha,0.109
WS-00301,Patch T-Shirt,FS24,61.99,T-Shirt,XXL,135,379,Patch,Women,Grey Melange,20,alpha,0.737
L-00240,Circular Graphic Sweatshirt,SS25,150.99,Sweatshirt,XS,383,201,Circular,Men,White Whisper,0,alpha,0.344
N-00141,Patch Stretch Shorts,SS25,69.99,Shorts,XS,332,124,Patch,Men,Olive,0,alpha,0.272
WPS-00139,Circular Polo,FS24,107.99,Polo,M,4,125,Circular,Women,Bright White,30,alpha,0.969
\00132,Box Logo Logo Shoes,FS24,205.99,Shoes,40,59,197,Box Logo,Men,Blue Marine,25,numeric,0.77
WN-00102,Rainforest Quilted Shorts,FS24,68.99,Shorts,S,19,60,Rainforest,Women,Stone Grey,50,alpha,0.759
P-00223,Patch Heritage Pants,SS25,89.99,Pants,XXL,382,178,Patch,Men,Pale Mint,0,alpha,0.318
WP-00163,Morgex Quilted Pants,FS24,120.99,Pants,M,2,42,Morgex,Women,Navy,25,alpha,0.955
WM-00159,Patch Stretch Shirt,FS24,111.99,Shirt,L,214,264,Patch,Women,Bright Red,10,alpha,0.552
L-00247,Morgex Heritage Sweatshirt,SS25,111.99,Sweatshirt,XXL,239,220,Morgex,Men,Beige Sand,0,alpha,0.479
S-00370,Box Logo Logo T-Shirt,FS24,45.99,T-Shirt,XL,95,354,Box Logo,Men,Khaki,10,alpha,0.788
N-00143,Iconic Half-Zip Shorts,SS25,62.99,Shorts,XS,208,45,Iconic,Men,Grey Melange,0,alpha,0.178
N-00144,Iconic Quilted Shorts,SS25,73.99,Shorts,XL,170,20,Iconic,Men,Olive,0,alpha,0.105
W\00100,Box Logo Stripe Shoes,SS25,206.99,Shoes,37,43,40,Box Logo,Women,Green Lichen,0,numeric,0.482
W\00101,Trail Heritage Shoes,SS25,148.99,Shoes,41,280,46,Trail,Women,Stone Grey,0,numeric,0.141
WN-00103,Patch Shorts,FS24,58.99,Shorts,XL,166,283,Patch,Women,Orange Tangerine,30,alpha,0.63
M-00186,Box Logo Shirt,FS24,140.99,Shirt,M,20,283,Box Logo,Men,Burgundy,40,alpha,0.934
L-00249,Box Logo Sweatshirt,SS25,100.99,Sweatshirt,M,245,151,Box Logo,Men,Grey Melange,0,alpha,0.381
M-00188,Rainforest Shirt,SS25,130.99,Shirt,XXL,193,39,Rainforest,Men,Navy,0,alpha,0.168
S-00376,Patch Quilted T-Shirt,FS24,36.99,T-Shirt,XXL,106,298,Patch,Men,Stone Grey,15,alpha,0.738
L-00250,Iconic Print Sweatshirt,SS25,101.99,Sweatshirt,XXL,231,189,Iconic,Men,Blue Marine,0,alpha,0.45
\00133,Slate Quilted Shoes,FS24,159.99,Shoes,44,74,295,Slate,Men,Snow White,40,numeric,0.799
PS-00143,Morgex Half-Zip Polo,FS24,75.99,Polo,M,17,276,Morgex,Men,Yellow Sunshine,20,alpha,0.942
WWaistBagTribe-0001,Tribe Waist Bag,SS25,107.99,Accessories,One Size,417,68,Tribe,Women,Snow White,0,alpha,0.14
WP-00164,Morgex Heritage Pants,SS25,116.99,Pants,XS,120,100,Morgex,Women,Forest Green,0,alpha,0.455
WM-00160,Iconic Logo Shirt,SS25,93.99,Shirt,XXL,358,238,Iconic,Women,Blue Marine,0,alpha,0.399
M-00189,Patch Shirt,FS24,123.99,Shirt,XXL,141,448,Patch,Men,Olive,20,alpha,0.761
WM-00161,Geographic Graphic Shirt,FS24,91.99,Shirt,XS,136,242,Geographic,Women,Yellow Sunshine,25,alpha,0.64
L-00256,Rainforest Logo Sweatshirt,SS25,153.99,Sweatshirt,S,146,23,Rainforest,Men,Beige Sand,0,alpha,0.136
M-00192,Patch Print Shirt,SS25,119.99,Shirt,M,179,131,Patch,Men,Caviar,0,alpha,0.423
WPS-00144,Morgex Polo,FS24,90.99,Polo,L,134,236,Morgex,Women,Grey Melange,15,alpha,0.638
WV-00069,Wave Quilted Swimwear,SS25,84.99,Swimwear,S,352,148,Wave,Women,Yellow Sunshine,0,alpha,0.296
L-00258,Patch Quilted Sweatshirt,SS25,135.99,Sweatshirt,M,173,112,Patch,Men,Free Blue,0,alpha,0.393
M-00195,Iconic Stretch Shirt,SS25,149.99,Shirt,M,167,166,Iconic,Men,Yellow Sunshine,0,alpha,0.498
L-00259,Geographic Sweatshirt,SS25,140.99,Sweatshirt,XXL,49,54,Geographic,Men,Old Rose,0,alpha,0.524
M-00196,Morgex Print Shirt,SS25,149.99,Shirt,XS,147,37,Morgex,Men,Yellow Sunshine,0,alpha,0.201
PS-00147,Box Logo Graphic Polo,SS25,78.99,Polo,L,41,21,Box Logo,Men,Grey Melange,0,alpha,0.339
N-00145,Tribe Half-Zip Shorts,FS24,62.99,Shorts,S,77,405,Tribe,Men,Khaki,20,alpha,0.84
W\00106,Box Logo Graphic Shoes,SS25,119.99,Shoes,39,153,18,Box Logo,Women,Green Lichen,0,numeric,0.105
WS-00306,Geographic Logo T-Shirt,SS25,79.99,T-Shirt,XXL,503,51,Geographic,Women,Olive,0,alpha,0.092
WPS-00145,Morgex Print Polo,SS25,103.99,Polo,S,61,30,Morgex,Women,Petit Four,0,alpha,0.33
L-00261,Patch Stretch Sweatshirt,FS24,113.99,Sweatshirt,XXL,197,313,Patch,Men,White Whisper,20,alpha,0.614
S-00384,Box Logo Half-Zip T-Shirt,FS24,46.99,T-Shirt,XS,38,390,Box Logo,Men,Old Rose,50,alpha,0.911
WS-00309,Rainforest Half-Zip T-Shirt,SS25,72.99,T-Shirt,M,245,82,Rainforest,Women,Black Beauty,0,alpha,0.251
N-00146,Rainforest Print Shorts,SS25,69.99,Shorts,XL,112,72,Rainforest,Men,Grey Melange,0,alpha,0.391
S-00386,Circular Stripe T-Shirt,FS24,60.99,T-Shirt,M,74,246,Circular,Men,Khaki,20,alpha,0.769
N-00147,Morgex Shorts,FS24,57.99,Shorts,XS,159,290,Morgex,Men,Blue Marine,15,alpha,0.646
WL-00241,Geographic Graphic Sweatshirt,FS24,109.99,Sweatshirt,XS,95,311,Geographic,Women,Bright Red,20,alpha,0.766
M-00197,Morgex Print Shirt,FS24,134.99,Shirt,S,85,207,Morgex,Men,Caviar,40,alpha,0.709
N-00148,Tribe Logo Shorts,FS24,50.99,Shorts,M,27,310,Tribe,Men,Orange Tangerine,10,alpha,0.92
W\00107,Cresta Graphic Shoes,SS25,191.99,Shoes,39,49,10,Cresta,Women,Green Lichen,0,numeric,0.169
V-00078,Box Logo Heritage Swimwear,SS25,74.99,Swimwear,XXL,70,4,Box Logo,Men,Khaki,0,alpha,0.054
M-00200,Box Logo Quilted Shirt,FS24,92.99,Shirt,XXL,181,316,Box Logo,Men,Blue Marine,50,alpha,0.636
L-00264,Iconic Stripe Sweatshirt,FS24,151.99,Sweatshirt,M,16,100,Iconic,Men,Bright White,25,alpha,0.862
PS-00149,Morgex Quilted Polo,FS24,75.99,Polo,M,93,198,Morgex,Men,Petit Four,10,alpha,0.68
WN-00104,Rainforest Heritage Shorts,FS24,49.99,Shorts,XXL,65,98,Rainforest,Women,White Whisper,10,alpha,0.601
N-00150,Morgex Quilted Shorts,FS24,62.99,Shorts,L,37,531,Morgex,Men,Grey Melange,30,alpha,0.935
\00137,Trail Graphic Shoes,FS24,150.99,Shoes,45,141,406,Trail,Men,Forest Green,50,numeric,0.742
S-00388,Box Logo Heritage T-Shirt,SS25,59.99,T-Shirt,S,65,36,Box Logo,Men,Petit Four,0,alpha,0.356
WM-00166,Circular Half-Zip Shirt,FS24,95.99,Shirt,M,215,347,Circular,Women,Orange Tangerine,20,alpha,0.617
N-00151,Box Logo Logo Shorts,FS24,88.99,Shorts,L,36,63,Box Logo,Men,Grey Melange,50,alpha,0.636
WV-00071,Wave Logo Swimwear,SS25,72.99,Swimwear,M,271,16,Wave,Women,Free Blue,0,alpha,0.056
WN-00105,Geographic Half-Zip Shorts,FS24,70.99,Shorts,S,103,149,Geographic,Women,Forest Green,25,alpha,0.591
\00140,Cresta Print Shoes,FS24,164.99,Shoes,40,56,364,Cresta,Men,Khaki,15,numeric,0.867
W\00108,Trail Stripe Shoes,FS24,125.99,Shoes,41,110,300,Trail,Women,Petit Four,20,numeric,0.732
WP-00170,Iconic Logo Pants,SS25,151.99,Pants,XL,66,6,Iconic,Women,Orange Tangerine,0,alpha,0.083
WN-00106,Geographic Stripe Shorts,SS25,91.99,Shorts,L,162,104,Geographic,Women,Yellow Sunshine,0,alpha,0.391
S-00395,Rainforest Stripe T-Shirt,SS25,38.99,T-Shirt,XL,417,23,Rainforest,Men,Khaki,0,alpha,0.052
WS-00315,Box Logo Heritage T-Shirt,FS24,35.99,T-Shirt,XXL,10,242,Box Logo,Women,Navy,20,alpha,0.96
WP-00171,Rainforest Half-Zip Pants,SS25,91.99,Pants,XL,170,72,Rainforest,Women,Snow White,0,alpha,0.298
W\00109,Slate Stretch Shoes,SS25,125.99,Shoes,36,294,248,Slate,Women,Burgundy,0,numeric,0.458
WP-00172,Morgex Print Pants,FS24,118.99,Pants,XXL,63,428,Morgex,Women,Khaki,30,alpha,0.872
P-00233,Circular Print Pants,FS24,94.99,Pants,S,146,293,Circular,Men,Grey Melange,10,alpha,0.667
PS-00150,Tribe Stripe Polo,FS24,93.99,Polo,M,29,136,Tribe,Men,Orange Tangerine,15,alpha,0.824
WV-00072,Wave Quilted Swimwear,FS24,48.99,Swimwear,XXL,37,48,Wave,Women,Free Blue,25,alpha,0.565
WV-00073,Box Logo Stretch Swimwear,SS25,57.99,Swimwear,S,92,82,Box Logo,Women,Olive,0,alpha,0.471
M-00202,Circular Stretch Shirt,SS25,149.99,Shirt,S,209,154,Circular,Men,Black Beauty,0,alpha,0.424
WM-00168,Iconic Print Shirt,SS25,136.99,Shirt,XL,444,44,Iconic,Women,Pale Mint,0,alpha,0.09
M-00203,Iconic Quilted Shirt,SS25,85.99,Shirt,XL,231,127,Iconic,Men,Orange Tangerine,0,alpha,0.355
WL-00247,Patch Graphic Sweatshirt,SS25,151.99,Sweatshirt,XXL,561,32,Patch,Women,Caviar,0,alpha,0.054
WM-00170,Iconic Stripe Shirt,SS25,111.99,Shirt,XS,32,14,Iconic,Women,Green Lichen,0,alpha,0.304
WM-00171,Iconic Stripe Shirt,SS25,116.99,Shirt,M,42,41,Iconic,Women,Petit Four,0,alpha,0.494
PS-00151,Patch Print Polo,FS24,85.99,Polo,XXL,21,54,Patch,Men,Black Beauty,10,alpha,0.72
WP-00174,Patch Logo Pants,FS24,129.99,Pants,S,193,393,Patch,Women,Yellow Sunshine,40,alpha,0.671
WM-00172,Iconic Graphic Shirt,FS24,134.99,Shirt,XS,214,333,Iconic,Women,Olive,15,alpha,0.609
N-00152,Geographic Stripe Shorts,FS24,56.99,Shorts,XS,171,265,Geographic,Men,Olive,40,alpha,0.608
WP-00175,Box Logo Stripe Pants,FS24,123.99,Pants,S,114,348,Box Logo,Women,Beige Sand,25,alpha,0.753
WGlovesPatch-0002,Patch Gloves,SS25,19.99,Accessories,L,231,125,Patch,Women,Caviar,0,alpha,0.351
WS-00317,Morgex Graphic T-Shirt,SS25,40.99,T-Shirt,XXL,94,22,Morgex,Women,Khaki,0,alpha,0.19
S-00399,Rainforest Logo T-Shirt,SS25,78.99,T-Shirt,M,264,252,Rainforest,Men,Stone Grey,0,alpha,0.488
WS-00318,Rainforest Quilted T-Shirt,SS25,40.99,T-Shirt,XL,26,29,Rainforest,Women,Olive,0,alpha,0.527
WN-00109,Tribe Graphic Shorts,FS24,77.99,Shorts,L,34,361,Tribe,Women,Pale Mint,20,alpha,0.914
WPS-00148,Patch Quilted Polo,FS24,97.99,Polo,L,50,181,Patch,Women,Beige Sand,10,alpha,0.784
WP-00176,Morgex Pants,FS24,117.99,Pants,M,73,91,Morgex,Women,Green Lichen,30,alpha,0.555
WM-00173,Morgex Graphic Shirt,SS25,132.99,Shirt,XL,238,162,Morgex,Women,Free Blue,0,alpha,0.405
L-00273,Geographic Graphic Sweatshirt,FS24,148.99,Sweatshirt,S,52,208,Geographic,Men,Orange Tangerine,30,alpha,0.8
WL-00249,Circular Quilted Sweatshirt,FS24,164.99,Sweatshirt,XXL,88,333,Circular,Women,Old Rose,40,alpha,0.791
P-00236,Rainforest Pants,SS25,92.99,Pants,M,124,12,Rainforest,Men,Caviar,0,alpha,0.088
WPS-00151,Morgex Polo,SS25,82.99,Polo,M,181,62,Morgex,Women,Stone Grey,0,alpha,0.255
PS-00153,Iconic Print Polo,SS25,64.99,Polo,XS,399,44,Iconic,Men,Khaki,0,alpha,0.099
BeltMorgex-0001,Morgex Belt,SS25,58.99,Accessories,One Size,102,29,Morgex,Men,Yellow Sunshine,0,alpha,0.221
L-00274,Patch Heritage Sweatshirt,FS24,156.99,Sweatshirt,S,19,28,Patch,Men,Free Blue,25,alpha,0.596
WM-00175,Rainforest Stripe Shirt,FS24,108.99,Shirt,XXL,108,212,Rainforest,Women,Bright Red,30,alpha,0.662
WN-00111,Rainforest Quilted Shorts,SS25,66.99,Shorts,XL,371,205,Rainforest,Women,Grey Melange,0,alpha,0.356
M-00210,Box Logo Heritage Shirt,SS25,112.99,Shirt,L,234,20,Box Logo,Men,Khaki,0,alpha,0.079
V-00082,Wave Quilted Swimwear,SS25,72.99,Swimwear,XL,408,74,Wave,Men,Free Blue,0,alpha,0.154
\00145,Box Logo Stripe Shoes,FS24,204.99,Shoes,46,66,416,Box Logo,Men,Khaki,15,numeric,0.863
\00146,Trail Quilted Shoes,FS24,165.99,Shoes,42,26,547,Trail,Men,Beige Sand,20,numeric,0.955
WSocksTribe-0002,Tribe Socks,FS24,83.99,Accessories,L,69,488,Tribe,Women,Forest Green,20,alpha,0.876
L-00278,Morgex Quilted Sweatshirt,FS24,165.99,Sweatshirt,XL,11,352,Morgex,Men,Khaki,40,alpha,0.97
P-00237,Circular Half-Zip Pants,SS25,91.99,Pants,S,103,106,Circular,Men,Caviar,0,alpha,0.507
L-00279,Circular Print Sweatshirt,SS25,132.99,Sweatshirt,XS,93,74,Circular,Men,Stone Grey,0,alpha,0.443
WS-00326,Box Logo Logo T-Shirt,FS24,62.99,T-Shirt,XXL,170,398,Box Logo,Women,Free Blue,25,alpha,0.701
W\00115,Trail Half-Zip Shoes,FS24,183.99,Shoes,38,73,221,Trail,Women,Stone Grey,15,numeric,0.752
N-00157,Morgex Half-Zip Shorts,FS24,92.99,Shorts,S,46,343,Morgex,Men,Blue Marine,20,alpha,0.882
WM-00176,Iconic Graphic Shirt,FS24,109.99,Shirt,XXL,35,110,Iconic,Women,Navy,40,alpha,0.759
N-00158,Rainforest Stretch Shorts,FS24,88.99,Shorts,XL,15,32,Rainforest,Men,Snow White,20,alpha,0.681
WM-00177,Rainforest Half-Zip Shirt,FS24,142.99,Shirt,XS,99,178,Rainforest,Women,Petit Four,30,alpha,0.643
P-00239,Box Logo Half-Zip Pants,FS24,114.99,Pants,XL,49,71,Box Logo,Men,Free Blue,30,alpha,0.592
WM-00178,Box Logo Quilted Shirt,FS24,108.99,Shirt,XS,43,240,Box Logo,Women,Grey Melange,20,alpha,0.848
P-00240,Iconic Graphic Pants,SS25,127.99,Pants,XL,345,155,Iconic,Men,Petit Four,0,alpha,0.31
PS-00160,Morgex Print Polo,FS24,77.99,Polo,XS,113,350,Morgex,Men,White Whisper,25,alpha,0.756
WP-00182,Patch Stripe Pants,SS25,105.99,Pants,XXL,331,199,Patch,Women,Old Rose,0,alpha,0.375
WL-00255,Iconic Half-Zip Sweatshirt,FS24,117.99,Sweatshirt,S,47,505,Iconic,Women,Burgundy,50,alpha,0.915
WL-00256,Tribe Graphic Sweatshirt,FS24,100.99,Sweatshirt,XXL,62,109,Tribe,Women,Grey Melange,25,alpha,0.637
W\00116,Box Logo Stretch Shoes,FS24,89.99,Shoes,40,25,488,Box Logo,Women,Petit Four,10,numeric,0.951
